SHAM_rep1	SHAM_rep2	SHAM_rep3	SHAM_rep4	SNL_rep1	SNL_rep2	SNL_rep3	SNL_rep4
ENSMUSG00000105333	0	0	0	0	0	0	0	0
ENSMUSG00000105334	0	0	0	0	0	0	0	0
ENSMUSG00000105335	0	0	0	0	0	2	0	0
ENSMUSG00000105336	0	0	0	0	0	0	0	0
ENSMUSG00000105337	0	0	1	0	0	0	0	0
ENSMUSG00000105338	0	0	0	0	0	0	0	0
ENSMUSG00000105339	0	0	0	0	0	0	0	0
ENSMUSG00000105340	0	0	0	1	0	0	0	0
ENSMUSG00000105341	0	0	4	0	5	0	5	0
ENSMUSG00000105342	0	0	0	0	0	0	0	0
ENSMUSG00000105343	0	0	0	0	0	0	0	0
ENSMUSG00000105344	0	2	0	0	0	0	1	0
ENSMUSG00000105345	12	53	26	11	4	28	1	4
ENSMUSG00000105346	0	0	0	0	0	0	0	0
ENSMUSG00000105347	2	1	5	0	0	0	0	0
ENSMUSG00000105348	0	0	0	0	0	0	0	0
ENSMUSG00000105349	46	0	26	41	20	24	37	34
ENSMUSG00000105350	3	11	0	0	9	0	0	2
ENSMUSG00000105351	0	0	0	0	0	0	0	0
ENSMUSG00000105352	0	0	0	5	0	0	0	1
ENSMUSG00000105353	1	0	0	0	0	0	0	0
ENSMUSG00000105355	3	5	0	18	2	7	20	9
ENSMUSG00000105356	74	34	54	126	165	33	90	37
ENSMUSG00000105357	0	0	0	0	0	0	0	0
ENSMUSG00000105358	43	63	64	105	108	100	100	72
ENSMUSG00000105359	10	15	13	18	22	1	9	2
ENSMUSG00000105360	0	0	0	0	0	0	0	0
ENSMUSG00000105361	0	0	0	0	0	0	0	0
ENSMUSG00000105362	0	1	0	0	2	0	0	0
ENSMUSG00000105363	0	0	0	0	0	0	0	0
ENSMUSG00000105364	0	0	0	0	0	0	0	0
ENSMUSG00000105365	0	0	0	0	0	0	0	0
ENSMUSG00000105366	0	0	0	0	0	0	0	0
ENSMUSG00000105367	0	0	0	0	0	0	0	0
ENSMUSG00000105368	33	40	86	29	29	35	118	64
ENSMUSG00000105369	0	0	0	0	0	0	0	0
ENSMUSG00000105370	0	0	0	0	0	0	0	0
ENSMUSG00000105371	0	0	0	7	2	0	0	0
ENSMUSG00000105372	0	0	0	0	0	0	0	0
ENSMUSG00000105373	0	0	1	0	0	0	0	0
ENSMUSG00000105374	26	24	29	28	33	20	34	38
ENSMUSG00000105375	0	0	0	0	0	0	0	0
ENSMUSG00000105376	0	0	0	0	0	0	0	0
ENSMUSG00000105377	11	16	10	19	19	12	11	12
ENSMUSG00000105378	74	50	54	207	136	71	67	73
ENSMUSG00000105379	0	2	0	0	0	0	0	0
ENSMUSG00000105380	0	0	0	0	0	0	0	0
ENSMUSG00000105381	0	0	0	0	0	0	0	0
ENSMUSG00000105382	10	6	24	24	26	13	21	8
ENSMUSG00000105384	0	0	0	0	0	0	0	0
ENSMUSG00000105385	0	0	0	0	0	0	0	0
ENSMUSG00000105386	0	0	0	0	0	0	0	0
ENSMUSG00000105387	0	0	0	0	0	0	0	0
ENSMUSG00000105388	76	65	88	82	83	64	108	114
ENSMUSG00000105389	0	0	0	0	0	0	0	2
ENSMUSG00000105390	0	0	0	0	0	0	0	0
ENSMUSG00000105391	0	0	0	0	0	0	0	0
ENSMUSG00000105392	0	0	0	0	0	0	0	0
ENSMUSG00000105393	0	0	0	0	0	0	0	0
ENSMUSG00000105394	0	0	0	0	0	0	0	0
ENSMUSG00000105395	16	12	35	36	44	14	37	16
ENSMUSG00000105396	0	0	0	0	0	0	0	0
ENSMUSG00000105397	3	0	2	3	5	1	1	2
ENSMUSG00000105398	0	0	0	0	0	0	0	0
ENSMUSG00000105399	0	0	0	0	0	0	0	0
ENSMUSG00000105400	0	0	0	0	0	0	0	0
ENSMUSG00000105401	0	0	0	0	0	0	0	0
ENSMUSG00000105402	43	43	78	124	79	49	108	68
ENSMUSG00000105403	0	0	0	0	0	0	0	0
ENSMUSG00000105404	2	0	18	11	7	2	33	8
ENSMUSG00000105405	0	0	0	0	0	0	0	0
ENSMUSG00000105406	0	0	0	0	0	0	0	3
ENSMUSG00000105407	0	0	0	0	0	0	0	0
ENSMUSG00000105408	218	225	348	315	353	165	266	240
ENSMUSG00000105409	0	0	0	0	0	0	0	0
ENSMUSG00000105410	0	0	0	0	0	0	0	0
ENSMUSG00000105411	0	0	0	0	0	0	0	0
ENSMUSG00000105412	53	120	75	108	95	66	111	74
ENSMUSG00000105413	0	0	0	0	0	0	0	0
ENSMUSG00000105415	0	0	0	0	0	0	0	0
ENSMUSG00000105416	0	0	1	1	1	0	0	2
ENSMUSG00000105418	0	0	0	0	0	0	0	0
ENSMUSG00000105419	0	5	14	10	17	5	13	10
ENSMUSG00000105420	0	0	0	0	1	0	0	0
ENSMUSG00000105421	0	0	0	0	0	0	0	0
ENSMUSG00000105422	1	6	4	3	0	0	0	0
ENSMUSG00000105423	0	0	0	0	0	0	0	0
ENSMUSG00000105424	0	0	0	0	0	0	0	0
ENSMUSG00000105425	0	0	0	1	0	0	0	0
ENSMUSG00000105426	0	0	0	0	0	0	0	0
ENSMUSG00000105427	0	0	0	0	0	0	0	0
ENSMUSG00000105428	0	0	0	0	0	0	0	0
ENSMUSG00000105429	26	60	53	93	96	56	86	44
ENSMUSG00000105430	0	0	4	1	2	1	0	2
ENSMUSG00000105431	7	0	0	5	5	1	0	8
ENSMUSG00000105432	0	0	0	0	0	0	0	0
ENSMUSG00000105433	0	0	0	0	0	0	0	0
ENSMUSG00000105434	303	251	266	367	404	240	291	261
ENSMUSG00000105435	0	0	0	0	0	0	0	0
ENSMUSG00000105436	0	0	0	0	0	0	0	0
ENSMUSG00000105437	0	0	0	0	0	1	0	0
ENSMUSG00000105438	0	0	0	0	0	0	0	0
ENSMUSG00000105439	0	0	0	0	1	0	0	1
ENSMUSG00000105440	0	0	0	0	0	0	0	0
ENSMUSG00000105441	0	0	0	0	1	0	0	0
ENSMUSG00000105442	0	0	3	1	0	0	0	0
ENSMUSG00000105443	13	1	49	45	61	11	16	36
ENSMUSG00000105444	0	0	0	0	0	0	0	0
ENSMUSG00000105445	79	84	69	197	89	68	143	88
ENSMUSG00000105446	0	0	2	0	2	0	0	1
ENSMUSG00000105447	0	0	6	8	6	6	7	6
ENSMUSG00000105448	0	0	0	0	0	0	0	0
ENSMUSG00000105449	68	13	20	153	86	88	85	69
ENSMUSG00000105450	0	0	0	0	0	0	0	0
ENSMUSG00000105451	0	0	0	0	0	0	0	0
ENSMUSG00000105452	0	0	2	1	0	3	2	2
ENSMUSG00000105453	1	0	4	0	0	3	1	1
ENSMUSG00000105454	0	0	0	0	0	0	0	0
ENSMUSG00000105455	0	0	0	0	0	0	0	0
ENSMUSG00000105456	0	0	0	0	6	0	0	2
ENSMUSG00000105457	17	23	34	45	42	17	40	14
ENSMUSG00000105458	0	0	0	0	0	0	0	0
ENSMUSG00000105459	0	0	0	1	0	0	0	0
ENSMUSG00000105460	33	14	18	39	28	15	15	16
ENSMUSG00000105461	1	0	0	1	0	0	0	1
ENSMUSG00000105462	0	0	0	0	0	0	0	0
ENSMUSG00000105463	0	0	0	0	0	0	0	0
ENSMUSG00000105464	0	0	0	0	0	0	0	0
ENSMUSG00000105465	0	0	0	0	0	0	0	0
ENSMUSG00000105466	0	0	0	5	7	3	4	1
ENSMUSG00000105467	0	0	0	0	0	0	0	0
ENSMUSG00000105468	0	0	0	0	0	0	0	0
ENSMUSG00000105469	7	5	2	4	14	2	21	5
ENSMUSG00000105470	6	0	1	0	4	1	16	1
ENSMUSG00000105471	2	2	14	10	8	2	8	6
ENSMUSG00000105472	41	71	60	120	212	31	108	46
ENSMUSG00000105473	0	0	0	0	0	0	0	0
ENSMUSG00000105474	6	2	4	1	1	2	2	8
ENSMUSG00000105475	0	0	0	0	0	0	0	0
ENSMUSG00000105476	0	0	0	0	0	0	0	0
ENSMUSG00000105477	0	0	0	0	0	0	0	0
ENSMUSG00000105478	0	0	0	0	0	0	0	0
ENSMUSG00000105479	0	0	0	0	0	0	0	0
ENSMUSG00000105480	0	0	0	0	0	0	0	0
ENSMUSG00000105481	0	0	0	0	0	0	0	0
ENSMUSG00000105482	0	0	0	0	0	0	0	1
ENSMUSG00000105483	0	0	0	0	0	0	0	0
ENSMUSG00000105484	0	0	0	0	0	0	0	0
ENSMUSG00000105485	0	2	1	0	1	2	0	0
ENSMUSG00000105486	0	0	0	0	0	0	0	0
ENSMUSG00000105487	0	0	0	0	0	0	0	0
ENSMUSG00000105488	0	0	0	0	0	0	0	0
ENSMUSG00000105489	13	9	6	11	12	3	12	42
ENSMUSG00000105490	0	0	0	0	0	0	0	0
ENSMUSG00000105491	0	0	0	0	0	0	0	0
ENSMUSG00000105492	0	0	0	0	0	0	0	0
ENSMUSG00000105493	0	0	0	0	0	0	0	0
ENSMUSG00000105494	0	0	0	0	1	0	0	0
ENSMUSG00000105495	0	0	6	1	1	0	0	0
ENSMUSG00000105496	0	0	0	0	0	0	0	0
ENSMUSG00000105497	0	0	0	0	0	0	0	0
ENSMUSG00000105498	0	0	0	0	0	0	0	0
ENSMUSG00000105499	0	0	0	0	0	0	0	0
ENSMUSG00000105500	0	0	0	0	0	0	0	0
ENSMUSG00000105501	1	0	0	8	0	0	0	3
ENSMUSG00000105502	0	0	0	0	0	0	0	1
ENSMUSG00000105503	7	2	5	12	14	5	10	5
ENSMUSG00000105504	86	99	197	86	156	24	71	100
ENSMUSG00000105505	0	0	0	0	0	0	0	0
ENSMUSG00000105506	3	4	0	0	0	0	0	0
ENSMUSG00000105507	0	0	0	0	0	0	0	0
ENSMUSG00000105508	0	0	0	0	0	0	0	0
ENSMUSG00000105509	1	1	0	8	13	2	8	13
ENSMUSG00000105510	16	0	11	13	1	6	0	5
ENSMUSG00000105511	0	0	0	0	0	0	0	0
ENSMUSG00000105512	0	0	9	0	0	0	0	1
ENSMUSG00000105513	0	0	0	0	0	0	0	0
ENSMUSG00000105514	42	4	36	88	67	21	42	25
ENSMUSG00000105515	0	0	0	0	0	0	0	0
ENSMUSG00000105516	0	0	0	0	2	0	0	0
ENSMUSG00000105517	0	2	0	1	2	0	0	0
ENSMUSG00000105518	0	0	0	0	0	0	0	0
ENSMUSG00000105519	107	57	213	198	233	115	172	135
ENSMUSG00000105520	0	0	0	0	4	0	0	0
ENSMUSG00000105521	0	0	0	0	0	0	0	0
ENSMUSG00000105522	0	0	0	0	0	0	0	0
ENSMUSG00000105523	2	0	0	0	0	0	0	0
ENSMUSG00000105524	0	0	0	0	0	0	0	0
ENSMUSG00000105525	0	0	0	0	0	0	0	0
ENSMUSG00000105526	0	0	0	0	0	0	0	0
ENSMUSG00000105527	0	0	0	0	0	0	0	0
ENSMUSG00000105528	0	0	0	0	1	0	0	0
ENSMUSG00000105529	0	0	0	0	0	0	0	0
ENSMUSG00000105530	1	0	2	1	7	0	0	3
ENSMUSG00000105531	0	0	0	0	0	0	0	0
ENSMUSG00000105532	0	0	0	0	0	0	0	0
ENSMUSG00000105533	0	0	0	0	0	0	0	0
ENSMUSG00000105534	2	5	3	10	10	0	7	2
ENSMUSG00000105535	0	0	4	7	2	0	0	1
ENSMUSG00000105536	0	0	0	0	0	3	0	0
ENSMUSG00000105537	0	0	0	0	0	0	0	0
ENSMUSG00000105538	0	0	0	0	0	0	0	0
ENSMUSG00000105539	0	0	0	0	0	0	0	0
ENSMUSG00000105540	0	0	0	0	0	0	0	0
ENSMUSG00000105541	0	6	19	0	5	9	5	8
ENSMUSG00000105542	3	0	0	1	3	0	2	1
ENSMUSG00000105543	0	0	0	0	1	0	0	0
ENSMUSG00000105544	0	0	0	0	0	0	0	0
ENSMUSG00000105545	7	10	8	19	18	7	10	5
ENSMUSG00000105546	0	0	0	0	0	0	0	0
ENSMUSG00000105547	0	6	0	2	4	1	3	2
ENSMUSG00000105548	0	0	0	0	0	0	0	0
ENSMUSG00000105549	0	0	0	0	2	1	0	0
ENSMUSG00000105550	0	0	0	0	16	0	0	2
ENSMUSG00000105551	0	0	0	0	0	0	0	0
ENSMUSG00000105552	9	12	20	34	15	17	19	14
ENSMUSG00000105553	17	29	36	36	47	40	6	15
ENSMUSG00000105554	0	0	0	0	0	0	2	0
ENSMUSG00000105555	7	5	0	4	0	0	0	0
ENSMUSG00000105556	0	14	87	41	18	0	24	10
ENSMUSG00000105557	0	0	0	0	0	0	0	0
ENSMUSG00000105558	16	11	17	21	17	14	11	24
ENSMUSG00000105559	0	0	0	0	0	0	0	0
ENSMUSG00000105560	0	0	12	0	1	0	0	0
ENSMUSG00000105561	204	210	190	464	456	228	239	190
ENSMUSG00000105562	0	0	0	0	0	0	0	0
ENSMUSG00000105563	0	0	0	0	0	0	0	0
ENSMUSG00000105564	0	0	0	0	0	0	0	0
ENSMUSG00000105565	1	0	0	0	4	1	0	0
ENSMUSG00000105566	0	0	0	0	0	0	0	0
ENSMUSG00000105567	0	0	0	0	0	0	0	0
ENSMUSG00000105568	116	102	83	245	158	87	46	48
ENSMUSG00000105569	0	0	0	0	0	0	0	0
ENSMUSG00000105570	1	2	0	0	0	0	7	0
ENSMUSG00000105571	0	0	0	0	13	0	0	0
ENSMUSG00000105572	82	17	32	76	78	52	96	19
ENSMUSG00000105573	0	0	0	0	0	0	0	0
ENSMUSG00000105574	0	5	0	0	0	0	0	0
ENSMUSG00000105575	0	0	0	0	0	0	0	0
ENSMUSG00000105576	0	0	0	0	0	0	0	0
ENSMUSG00000105577	0	0	0	0	0	0	0	3
ENSMUSG00000105578	0	0	2	0	1	0	0	0
ENSMUSG00000105579	0	0	0	0	0	0	0	0
ENSMUSG00000105580	0	0	0	0	0	0	0	0
ENSMUSG00000105581	0	0	0	0	0	0	0	0
ENSMUSG00000105582	0	0	0	0	0	0	0	0
ENSMUSG00000105583	0	0	0	0	0	0	0	0
ENSMUSG00000105584	1	0	1	0	15	0	3	0
ENSMUSG00000105585	0	0	0	0	0	0	0	0
ENSMUSG00000105586	47	11	54	101	79	16	66	35
ENSMUSG00000105588	0	0	0	0	0	0	0	0
ENSMUSG00000105589	0	0	0	0	0	0	0	0
ENSMUSG00000105590	0	0	0	0	3	0	0	2
ENSMUSG00000105591	0	0	0	0	0	0	0	0
ENSMUSG00000105592	1	0	0	0	0	0	0	1
ENSMUSG00000105593	0	0	0	0	0	0	0	0
ENSMUSG00000105594	1	3	0	5	14	0	0	4
ENSMUSG00000105595	0	0	0	0	0	0	0	0
ENSMUSG00000105596	0	0	0	0	0	0	0	0
ENSMUSG00000105597	12	17	21	18	44	11	16	14
ENSMUSG00000105598	0	0	4	0	0	0	0	1
ENSMUSG00000105599	1	1	1	1	0	0	0	1
ENSMUSG00000105600	8	5	13	14	9	13	13	7
ENSMUSG00000105601	35	17	45	74	73	94	89	62
ENSMUSG00000105602	0	0	0	0	0	0	0	0
ENSMUSG00000105603	0	0	0	0	0	0	0	1
ENSMUSG00000105604	0	0	0	0	0	0	0	0
ENSMUSG00000105605	0	0	0	0	0	0	0	0
ENSMUSG00000105606	0	0	0	0	2	0	0	0
ENSMUSG00000105607	15	14	26	29	54	11	46	26
ENSMUSG00000105608	0	0	0	0	0	0	0	0
ENSMUSG00000105609	0	0	0	0	0	0	0	0
ENSMUSG00000105610	0	0	0	0	0	0	0	0
ENSMUSG00000105611	0	0	0	3	0	0	0	0
ENSMUSG00000105612	0	0	0	0	0	0	0	0
ENSMUSG00000105613	0	0	2	0	3	7	14	0
ENSMUSG00000105614	0	0	0	0	0	0	0	0
ENSMUSG00000105615	0	0	0	0	0	0	0	0
ENSMUSG00000105616	0	0	0	0	0	0	0	0
ENSMUSG00000105617	0	0	0	0	0	0	0	0
ENSMUSG00000105618	0	0	0	0	0	0	0	0
ENSMUSG00000105619	0	0	0	0	0	0	0	0
ENSMUSG00000105620	3	0	7	0	1	0	0	2
ENSMUSG00000105621	0	0	0	0	0	0	0	0
ENSMUSG00000105622	0	0	0	0	0	0	0	0
ENSMUSG00000105624	0	0	0	0	6	0	0	0
ENSMUSG00000105625	0	0	0	0	0	0	0	0
ENSMUSG00000105626	0	0	0	0	0	0	0	0
ENSMUSG00000105627	0	0	0	0	0	0	0	0
ENSMUSG00000105628	0	0	0	0	0	0	0	0
ENSMUSG00000105629	0	0	0	0	0	0	0	0
ENSMUSG00000105630	0	0	0	0	0	0	0	0
ENSMUSG00000105632	3	17	0	8	9	0	3	23
ENSMUSG00000105633	0	0	0	0	2	0	0	1
ENSMUSG00000105634	0	0	0	0	0	0	0	0
ENSMUSG00000105635	0	1	0	0	0	0	6	0
ENSMUSG00000105636	7	10	11	12	11	9	32	11
ENSMUSG00000105637	1	1	0	0	5	3	0	7
ENSMUSG00000105638	0	0	0	0	0	0	0	0
ENSMUSG00000105639	0	0	0	0	0	0	0	0
ENSMUSG00000105640	0	0	0	0	0	0	0	0
ENSMUSG00000105641	1	4	3	5	1	0	2	1
ENSMUSG00000105642	0	0	0	0	0	0	0	0
ENSMUSG00000105643	121	99	237	250	192	94	159	94
ENSMUSG00000105644	0	0	0	0	0	0	0	0
ENSMUSG00000105645	0	0	0	0	0	0	0	0
ENSMUSG00000105646	0	2	0	0	4	1	3	0
ENSMUSG00000105647	0	0	0	0	0	0	0	0
ENSMUSG00000105648	0	0	0	0	0	0	0	0
ENSMUSG00000105649	0	0	0	0	0	0	0	0
ENSMUSG00000105650	0	0	0	0	0	0	0	0
ENSMUSG00000105651	4	0	0	0	0	0	0	2
ENSMUSG00000105652	0	0	0	1	1	0	0	0
ENSMUSG00000105653	0	0	0	0	0	0	0	0
ENSMUSG00000105654	0	0	0	0	0	0	0	0
ENSMUSG00000105655	463	470	561	843	918	311	633	466
ENSMUSG00000105656	0	0	2	1	0	1	0	0
ENSMUSG00000105657	0	0	0	0	0	0	0	0
ENSMUSG00000105658	0	0	0	0	0	0	0	0
ENSMUSG00000105659	35	44	13	29	35	29	32	10
ENSMUSG00000105660	3	1	0	1	2	7	1	0
ENSMUSG00000105661	0	0	0	0	0	0	0	0
ENSMUSG00000105662	0	0	0	0	0	0	0	0
ENSMUSG00000105663	0	4	0	0	0	0	0	3
ENSMUSG00000105664	3	0	0	0	0	0	0	0
ENSMUSG00000105665	0	0	0	0	0	0	0	0
ENSMUSG00000105666	0	0	0	0	0	0	0	0
ENSMUSG00000105667	0	0	0	0	0	0	0	0
ENSMUSG00000105668	0	0	0	0	0	0	0	0
ENSMUSG00000105669	0	0	0	0	0	0	0	0
ENSMUSG00000105670	0	0	0	0	0	0	0	0
ENSMUSG00000105671	0	0	0	0	0	0	0	0
ENSMUSG00000105672	0	0	0	0	0	0	0	0
ENSMUSG00000105673	0	0	0	0	0	0	0	0
ENSMUSG00000105674	0	0	0	0	1	0	0	0
ENSMUSG00000105675	0	0	0	0	0	0	0	0
ENSMUSG00000105676	0	0	0	0	0	0	7	0
ENSMUSG00000105677	113	48	46	230	120	65	131	83
ENSMUSG00000105678	0	0	0	0	0	0	0	0
ENSMUSG00000105679	4	4	15	7	23	12	17	15
ENSMUSG00000105680	0	0	0	0	0	0	0	0
ENSMUSG00000105681	20	20	19	44	22	7	16	12
ENSMUSG00000105682	0	0	0	0	0	0	0	0
ENSMUSG00000105683	1	0	0	0	3	0	0	0
ENSMUSG00000105684	0	0	0	0	0	0	0	0
ENSMUSG00000105685	0	0	0	0	0	0	0	0
ENSMUSG00000105686	0	0	3	0	0	0	0	0
ENSMUSG00000105687	7	9	18	6	17	15	13	11
ENSMUSG00000105688	0	0	0	0	0	0	0	0
ENSMUSG00000105689	0	0	0	0	0	0	0	0
ENSMUSG00000105690	0	0	0	0	0	0	0	0
ENSMUSG00000105691	12	54	11	48	77	36	26	32
ENSMUSG00000105692	52	24	73	31	50	29	72	73
ENSMUSG00000105693	0	0	0	0	0	0	0	0
ENSMUSG00000105694	7	14	0	7	21	6	2	0
ENSMUSG00000105695	0	0	0	0	5	0	0	2
ENSMUSG00000105696	0	0	0	0	0	0	0	0
ENSMUSG00000105697	0	0	0	0	0	0	0	0
ENSMUSG00000105698	0	0	2	0	0	0	0	0
ENSMUSG00000105699	2	0	0	0	0	0	0	0
ENSMUSG00000105700	1	0	1	0	7	0	0	2
ENSMUSG00000105701	0	0	0	6	0	0	0	3
ENSMUSG00000105702	0	0	0	0	0	0	0	0
ENSMUSG00000105703	37	69	97	94	58	66	99	93
ENSMUSG00000105704	0	0	0	0	0	0	0	0
ENSMUSG00000105705	0	0	0	0	0	0	0	0
ENSMUSG00000105706	4	2	1	0	2	0	1	2
ENSMUSG00000105707	2	11	0	8	0	4	18	0
ENSMUSG00000105708	0	0	0	0	0	0	0	0
ENSMUSG00000105709	0	0	0	0	0	0	0	0
ENSMUSG00000105710	20	16	13	31	28	26	27	46
ENSMUSG00000105711	0	0	0	0	0	0	0	0
ENSMUSG00000105712	0	0	0	0	0	0	0	0
ENSMUSG00000105713	0	0	0	0	0	0	0	0
ENSMUSG00000105714	0	0	0	0	0	0	0	0
ENSMUSG00000105715	0	0	0	0	0	0	0	0
ENSMUSG00000105716	0	0	0	0	0	0	0	0
ENSMUSG00000105717	0	0	0	5	0	0	0	0
ENSMUSG00000105718	0	0	0	0	0	0	0	0
ENSMUSG00000105719	4	6	4	4	12	6	6	6
ENSMUSG00000105720	0	0	1	0	0	0	0	0
ENSMUSG00000105721	0	0	0	0	0	0	0	0
ENSMUSG00000105722	0	0	0	0	0	0	0	0
ENSMUSG00000105723	0	0	0	0	0	0	0	0
ENSMUSG00000105724	0	0	0	0	0	0	0	3
ENSMUSG00000105725	0	0	0	0	0	0	0	0
ENSMUSG00000105726	1	2	0	3	0	1	0	0
ENSMUSG00000105727	0	0	0	0	0	0	0	0
ENSMUSG00000105728	60	4	34	47	114	65	30	67
ENSMUSG00000105729	0	0	0	0	0	0	5	0
ENSMUSG00000105730	0	2	0	0	0	0	0	2
ENSMUSG00000105731	0	0	0	0	0	0	0	0
ENSMUSG00000105732	0	0	0	0	0	0	0	0
ENSMUSG00000105733	210	114	201	324	338	89	128	128
ENSMUSG00000105734	0	0	0	0	0	0	0	0
ENSMUSG00000105735	0	0	0	0	0	0	0	0
ENSMUSG00000105736	0	0	0	0	1	0	0	0
ENSMUSG00000105737	0	0	0	0	0	0	0	0
ENSMUSG00000105738	0	0	0	0	0	0	0	0
ENSMUSG00000105739	0	0	0	0	0	0	0	0
ENSMUSG00000105740	0	0	1	0	0	0	0	1
ENSMUSG00000105741	2	0	0	0	4	0	0	0
ENSMUSG00000105742	23	23	135	60	73	25	23	24
ENSMUSG00000105743	0	0	0	0	0	0	0	0
ENSMUSG00000105744	0	9	0	0	0	1	0	0
ENSMUSG00000105745	4	0	1	16	16	1	8	5
ENSMUSG00000105746	0	0	0	0	0	0	0	2
ENSMUSG00000105747	0	0	0	0	0	0	0	0
ENSMUSG00000105748	149	138	260	223	256	117	160	154
ENSMUSG00000105749	0	0	0	0	0	0	0	0
ENSMUSG00000105750	0	0	0	0	0	0	0	0
ENSMUSG00000105751	0	0	0	0	0	0	0	0
ENSMUSG00000105752	0	0	0	0	0	0	0	0
ENSMUSG00000105753	16	0	8	9	1	16	1	9
ENSMUSG00000105754	0	0	0	0	0	0	0	0
ENSMUSG00000105755	0	1	0	0	0	0	4	1
ENSMUSG00000105756	0	0	0	0	0	0	0	0
ENSMUSG00000105757	0	0	0	2	0	0	0	0
ENSMUSG00000105758	0	0	0	0	0	0	0	0
ENSMUSG00000105759	0	0	0	0	7	0	0	0
ENSMUSG00000105760	0	0	0	0	0	0	0	0
ENSMUSG00000105761	6	12	21	8	23	8	18	8
ENSMUSG00000105762	0	9	0	0	0	0	0	0
ENSMUSG00000105763	0	0	0	0	0	0	0	0
ENSMUSG00000105764	0	0	0	0	0	0	0	0
ENSMUSG00000105765	0	0	0	0	0	0	0	0
ENSMUSG00000105766	0	0	0	0	0	0	0	0
ENSMUSG00000105767	0	0	0	0	0	0	0	0
ENSMUSG00000105768	0	0	0	0	0	0	0	0
ENSMUSG00000105769	10	28	44	33	15	10	12	36
ENSMUSG00000105770	0	0	0	0	0	0	0	0
ENSMUSG00000105771	0	2	13	1	1	3	0	11
ENSMUSG00000105772	0	0	0	0	0	0	0	0
ENSMUSG00000105773	0	0	1	0	0	0	0	0
ENSMUSG00000105774	0	8	0	5	2	0	2	4
ENSMUSG00000105775	7	3	6	5	5	4	4	10
ENSMUSG00000105776	15	3	23	14	38	32	29	8
ENSMUSG00000105777	0	0	0	0	0	0	2	0
ENSMUSG00000105778	0	0	0	0	0	0	0	0
ENSMUSG00000105779	6	7	17	6	11	5	10	10
ENSMUSG00000105780	0	0	0	0	0	0	0	0
ENSMUSG00000105781	0	0	0	0	0	0	0	0
ENSMUSG00000105782	0	0	0	0	0	0	0	0
ENSMUSG00000105783	0	0	0	0	0	0	0	0
ENSMUSG00000105784	0	0	0	0	0	0	0	0
ENSMUSG00000105785	0	0	0	0	0	0	0	0
ENSMUSG00000105786	0	0	0	0	0	0	0	0
ENSMUSG00000105787	2	0	0	2	1	2	6	1
ENSMUSG00000105788	0	0	0	0	0	0	0	0
ENSMUSG00000105789	0	27	13	2	11	6	25	11
ENSMUSG00000105790	0	0	0	0	0	0	0	0
ENSMUSG00000105791	2	0	1	1	4	0	0	0
ENSMUSG00000105792	0	0	0	0	0	0	0	0
ENSMUSG00000105793	0	0	0	0	2	2	0	4
ENSMUSG00000105794	0	0	0	0	0	0	0	0
ENSMUSG00000105795	6	1	5	4	4	1	0	0
ENSMUSG00000105796	0	0	0	0	0	0	0	0
ENSMUSG00000105797	6	2	0	0	2	0	0	1
ENSMUSG00000105798	8	0	14	23	25	13	18	6
ENSMUSG00000105799	0	0	0	0	0	0	0	0
ENSMUSG00000105800	0	0	0	0	0	0	0	0
ENSMUSG00000105801	0	0	19	6	0	0	5	0
ENSMUSG00000105802	13	12	1	16	3	16	1	11
ENSMUSG00000105803	0	0	0	0	0	0	1	0
ENSMUSG00000105804	9	5	16	12	8	2	3	23
ENSMUSG00000105805	0	0	0	0	0	0	0	0
ENSMUSG00000105806	0	0	0	0	0	0	0	0
ENSMUSG00000105807	0	0	0	0	0	0	0	0
ENSMUSG00000105808	0	0	0	0	0	0	0	0
ENSMUSG00000105809	0	0	0	0	0	0	0	0
ENSMUSG00000105810	3	2	0	1	5	13	6	1
ENSMUSG00000105811	0	0	0	0	0	0	0	0
ENSMUSG00000105813	0	0	0	0	0	0	0	2
ENSMUSG00000105814	0	2	0	0	0	0	0	2
ENSMUSG00000105815	0	1	0	0	4	0	0	0
ENSMUSG00000105816	0	0	0	0	0	0	0	0
ENSMUSG00000105817	0	0	0	0	0	0	0	0
ENSMUSG00000105818	0	2	0	5	19	0	1	5
ENSMUSG00000105819	0	0	0	0	0	0	0	0
ENSMUSG00000105820	0	0	0	0	0	0	2	0
ENSMUSG00000105821	0	0	0	0	0	0	0	0
ENSMUSG00000105822	82	22	32	138	140	42	75	83
ENSMUSG00000105823	0	0	0	0	0	0	0	0
ENSMUSG00000105824	51	26	80	108	126	56	42	60
ENSMUSG00000105825	0	0	0	0	0	0	0	0
ENSMUSG00000105826	0	0	0	0	0	0	0	0
ENSMUSG00000105827	0	0	0	0	0	0	0	0
ENSMUSG00000105828	3	6	13	1	6	10	0	1
ENSMUSG00000105829	0	0	0	0	0	0	0	0
ENSMUSG00000105830	0	0	0	0	0	0	0	0
ENSMUSG00000105831	0	0	0	0	0	0	0	0
ENSMUSG00000105832	1	0	0	1	0	0	0	0
ENSMUSG00000105833	0	0	0	0	0	0	1	0
ENSMUSG00000105834	1	8	6	0	0	4	0	0
ENSMUSG00000105835	0	0	0	0	0	0	0	0
ENSMUSG00000105836	0	0	0	1	1	1	0	4
ENSMUSG00000105837	0	0	0	0	0	0	0	0
